"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"96410","CSF1R","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","biological_process",1540
"96411","DCSTAMP","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","biological_process",1670
"96412","PDE1B","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","biological_process",4977
"96413","PDE2A","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","biological_process",4978
"96414","TOLLIP","GO:0036010","protein localization to endosome","biological_process",7185
"96415","WASHC2A","GO:0036010","protein localization to endosome","biological_process",7586
"96416","WASHC2C","GO:0036010","protein localization to endosome","biological_process",7587
"96417","RCSD1","GO:0036010","protein localization to endosome","biological_process",5697
"96418","PACSIN2","GO:0036010","protein localization to endosome","biological_process",4860
"96419","RAB35","GO:0036010","protein localization to endosome","biological_process",5566
"96420","VPS35","GO:0036010","protein localization to endosome","biological_process",7557
"96421","JAK2","GO:0036016","cellular response to interleukin-3","biological_process",3274
"96422","GSK3B","GO:0036016","cellular response to interleukin-3","biological_process",2813
"96423","MT2A","GO:0036016","cellular response to interleukin-3","biological_process",4326
"96424","MT2A","GO:0036018","cellular response to erythropoietin","biological_process",4326
"96425","MT1X","GO:0036018","cellular response to erythropoietin","biological_process",4325
"96426","TPCN1","GO:0036019","endolysosome","cellular_component",7206
"96427","PRKCD","GO:0036019","endolysosome","cellular_component",5384
"96428","ATG16L1","GO:0036020","endolysosome membrane","cellular_component",524
"96429","AP2B1","GO:0036020","endolysosome membrane","cellular_component",355
"96430","ABCB6","GO:0036020","endolysosome membrane","cellular_component",17
"96431","CLEC16A","GO:0036020","endolysosome membrane","cellular_component",1335
"96432","AP2A2","GO:0036020","endolysosome membrane","cellular_component",354
"96433","AP2S1","GO:0036020","endolysosome membrane","cellular_component",356
"96434","LDLR","GO:0036020","endolysosome membrane","cellular_component",3571
"96435","TLR7","GO:0036020","endolysosome membrane","cellular_component",7005
"96436","TLR3","GO:0036020","endolysosome membrane","cellular_component",7002
"96437","SLC15A4","GO:0036020","endolysosome membrane","cellular_component",6241
"96438","CTSL","GO:0036021","endolysosome lumen","cellular_component",1570
"96439","CTSK","GO:0036021","endolysosome lumen","cellular_component",1569
"96440","COL6A1","GO:0036022","limb joint morphogenesis","biological_process",1442
"96441","EXT1","GO:0036022","limb joint morphogenesis","biological_process",2164
"96442","ERRFI1","GO:0036022","limb joint morphogenesis","biological_process",2136
"96443","CTNNB1","GO:0036023","embryonic skeletal limb joint morphogenesis","biological_process",1561
"96444","OSR1","GO:0036023","embryonic skeletal limb joint morphogenesis","biological_process",4826
"96445","GLI3","GO:0036033","mediator complex binding","molecular_function",2640
"96446","ELK1","GO:0036033","mediator complex binding","molecular_function",2024
"96447","NIPBL","GO:0036033","mediator complex binding","molecular_function",4572
"96448","SMC1A","GO:0036033","mediator complex binding","molecular_function",6414
"96449","GPR68","GO:0036035","osteoclast development","biological_process",2756
"96450","ATP6AP1","GO:0036035","osteoclast development","biological_process",550
"96451","ANXA2","GO:0036035","osteoclast development","biological_process",345
"96452","FOXP1","GO:0036035","osteoclast development","biological_process",2473
"96453","LRRK1","GO:0036035","osteoclast development","biological_process",3872
"96454","HLA-E","GO:0036037","CD8-positive, alpha-beta T cell activation","biological_process",2969
"96455","CLEC4A","GO:0036037","CD8-positive, alpha-beta T cell activation","biological_process",1340
"96456","HLA-A","GO:0036037","CD8-positive, alpha-beta T cell activation","biological_process",2954
"96457","WDFY4","GO:0036037","CD8-positive, alpha-beta T cell activation","biological_process",7592
"96458","CEP290","GO:0036038","MKS complex","cellular_component",1207
"96459","AHI1","GO:0036038","MKS complex","cellular_component",190
"96460","B9D1","GO:0036038","MKS complex","cellular_component",609
"96461","CC2D2A","GO:0036038","MKS complex","cellular_component",991
"96462","TMEM107","GO:0036038","MKS complex","cellular_component",7024
"96463","TMEM17","GO:0036038","MKS complex","cellular_component",7052
"96464","TCTN2","GO:0036038","MKS complex","cellular_component",6900
"96465","TCTN1","GO:0036038","MKS complex","cellular_component",6899
"96466","TMEM67","GO:0036038","MKS complex","cellular_component",7118
"96467","FABP3","GO:0036041","long-chain fatty acid binding","molecular_function",2177
"96468","PRR7","GO:0036041","long-chain fatty acid binding","molecular_function",5416
"96469","DBI","GO:0036042","long-chain fatty acyl-CoA binding","molecular_function",1642
"96470","PNPLA3","GO:0036042","long-chain fatty acyl-CoA binding","molecular_function",5233
"96471","SCP2","GO:0036042","long-chain fatty acyl-CoA binding","molecular_function",6052
"96472","SIRT5","GO:0036046","protein demalonylation","biological_process",6220
"96473","SIRT5","GO:0036047","peptidyl-lysine demalonylation","biological_process",6220
"96474","SIRT5","GO:0036048","protein desuccinylation","biological_process",6220
"96475","SIRT5","GO:0036049","peptidyl-lysine desuccinylation","biological_process",6220
"96476","SIRT5","GO:0036054","protein-malonyllysine demalonylase activity","molecular_function",6220
"96477","SIRT5","GO:0036055","protein-succinyllysine desuccinylase activity","molecular_function",6220
"96478","KIRREL2","GO:0036057","slit diaphragm","cellular_component",3439
"96479","PPP3CA","GO:0036057","slit diaphragm","cellular_component",5338
"96480","TRPC6","GO:0036057","slit diaphragm","cellular_component",7298
"96481","PODXL","GO:0036057","slit diaphragm","cellular_component",5238
"96482","NPHS1","GO:0036057","slit diaphragm","cellular_component",4636
"96483","FKRP","GO:0036058","filtration diaphragm assembly","biological_process",2422
"96484","PTPRO","GO:0036060","slit diaphragm assembly","biological_process",5505
"96485","NPHS1","GO:0036060","slit diaphragm assembly","biological_process",4636
"96486","CENPJ","GO:0036064","ciliary basal body","cellular_component",1192
"96487","EFHC2","GO:0036064","ciliary basal body","cellular_component",1975
"96488","CDKL5","GO:0036064","ciliary basal body","cellular_component",1162
"96489","CFAP20","GO:0036064","ciliary basal body","cellular_component",1229
"96490","DLG5","GO:0036064","ciliary basal body","cellular_component",1778
"96491","INTU","GO:0036064","ciliary basal body","cellular_component",3207
"96492","JADE1","GO:0036064","ciliary basal body","cellular_component",3271
"96493","DAAM1","GO:0036064","ciliary basal body","cellular_component",1623
"96494","IFT57","GO:0036064","ciliary basal body","cellular_component",3123
"96495","BBS7","GO:0036064","ciliary basal body","cellular_component",636
"96496","CETN2","GO:0036064","ciliary basal body","cellular_component",1227
"96497","CETN3","GO:0036064","ciliary basal body","cellular_component",1228
"96498","CCDC65","GO:0036064","ciliary basal body","cellular_component",1035
"96499","CFAP70","GO:0036064","ciliary basal body","cellular_component",1239
"96500","ATXN10","GO:0036064","ciliary basal body","cellular_component",574
"96501","CEP290","GO:0036064","ciliary basal body","cellular_component",1207
"96502","AHI1","GO:0036064","ciliary basal body","cellular_component",190
"96503","DAW1","GO:0036064","ciliary basal body","cellular_component",1638
"96504","CCDC146","GO:0036064","ciliary basal body","cellular_component",1009
"96505","C2CD3","GO:0036064","ciliary basal body","cellular_component",827
"96506","EZR","GO:0036064","ciliary basal body","cellular_component",2171
"96507","B9D1","GO:0036064","ciliary basal body","cellular_component",609
"96508","FANK1","GO:0036064","ciliary basal body","cellular_component",2312
"96509","ENKD1","GO:0036064","ciliary basal body","cellular_component",2069
"96510","ERC1","GO:0036064","ciliary basal body","cellular_component",2114
"96511","ARMC9","GO:0036064","ciliary basal body","cellular_component",462
"96512","KIF17","GO:0036064","ciliary basal body","cellular_component",3421
"96513","C11orf97","GO:0036064","ciliary basal body","cellular_component",759
"96514","IFT122","GO:0036064","ciliary basal body","cellular_component",3120
"96515","FAM161A","GO:0036064","ciliary basal body","cellular_component",2219
"96516","LCA5","GO:0036064","ciliary basal body","cellular_component",3556
"96517","BBS4","GO:0036064","ciliary basal body","cellular_component",635
"96518","CENPF","GO:0036064","ciliary basal body","cellular_component",1191
"96519","KIFAP3","GO:0036064","ciliary basal body","cellular_component",3436
"96520","SPATA7","GO:0036064","ciliary basal body","cellular_component",6551
"96521","MAPRE1","GO:0036064","ciliary basal body","cellular_component",4010
"96522","PRKCA","GO:0036064","ciliary basal body","cellular_component",5382
"96523","TTC8","GO:0036064","ciliary basal body","cellular_component",7349
"96524","RILP","GO:0036064","ciliary basal body","cellular_component",5786
"96525","RABEP2","GO:0036064","ciliary basal body","cellular_component",5583
"96526","TAPT1","GO:0036064","ciliary basal body","cellular_component",6833
"96527","SPACA9","GO:0036064","ciliary basal body","cellular_component",6534
"96528","SPAG5","GO:0036064","ciliary basal body","cellular_component",6537
"96529","TTLL11","GO:0036064","ciliary basal body","cellular_component",7355
"96530","TRAF3IP1","GO:0036064","ciliary basal body","cellular_component",7230
"96531","RAB3IP","GO:0036064","ciliary basal body","cellular_component",5575
"96532","TTLL1","GO:0036064","ciliary basal body","cellular_component",7354
"96533","PKD2","GO:0036064","ciliary basal body","cellular_component",5134
"96534","SDCCAG8","GO:0036064","ciliary basal body","cellular_component",6060
"96535","RPGR","GO:0036064","ciliary basal body","cellular_component",5866
"96536","POC1A","GO:0036064","ciliary basal body","cellular_component",5237
"96537","TBC1D30","GO:0036064","ciliary basal body","cellular_component",6862
"96538","TBC1D31","GO:0036064","ciliary basal body","cellular_component",6863
"96539","WHRN","GO:0036064","ciliary basal body","cellular_component",7627
"96540","NEDD9","GO:0036064","ciliary basal body","cellular_component",4513
"96541","TTBK2","GO:0036064","ciliary basal body","cellular_component",7336
"96542","MLF1","GO:0036064","ciliary basal body","cellular_component",4188
"96543","RILPL2","GO:0036064","ciliary basal body","cellular_component",5788
"96544","RILPL1","GO:0036064","ciliary basal body","cellular_component",5787
"96545","WRAP73","GO:0036064","ciliary basal body","cellular_component",7644
"96546","SSX2IP","GO:0036064","ciliary basal body","cellular_component",6638
"96547","ODF2L","GO:0036064","ciliary basal body","cellular_component",4774
"96548","FUT11","GO:0036065","fucosylation","biological_process",2506
"96549","FUT9","GO:0036065","fucosylation","biological_process",2507
"96550","FUT10","GO:0036065","fucosylation","biological_process",2505
"96551","FUOM","GO:0036065","fucosylation","biological_process",2504
"96552","B3GLCT","GO:0036066","protein O-linked fucosylation","biological_process",598
"96553","SLC35C1","GO:0036066","protein O-linked fucosylation","biological_process",6316
"96554","FUT11","GO:0036071","N-glycan fucosylation","biological_process",2506
"96555","FUT9","GO:0036071","N-glycan fucosylation","biological_process",2507
"96556","FUT10","GO:0036071","N-glycan fucosylation","biological_process",2505
"96557","RUNX2","GO:0036076","ligamentous ossification","biological_process",5966
"96558","SLC35C1","GO:0036085","GDP-fucose import into Golgi lumen","biological_process",6316
"96559","SNX9","GO:0036089","cleavage furrow formation","biological_process",6495
"96560","RHOA","GO:0036089","cleavage furrow formation","biological_process",5771
"96561","BECN1","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",665
"96562","INPP4B","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",3191
"96563","INPP4A","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",3190
"96564","SYNJ1","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",6776
"96565","PIKFYVE","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",5109
"96566","SYNJ2","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",6777
"96567","PIK3CG","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",5107
"96568","PIK3CA","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",5104
"96569","UVRAG","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",7513
"96570","PIK3CB","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",5105
"96571","PIK3CD","GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process","biological_process",5106
"96572","DCAF15","GO:0036094","small molecule binding","molecular_function",1649
"96573","LCN15","GO:0036094","small molecule binding","molecular_function",3560
"96574","CXCR4","GO:0036094","small molecule binding","molecular_function",1590
"96575","ALDH9A1","GO:0036094","small molecule binding","molecular_function",239
"96576","PLOD3","GO:0036094","small molecule binding","molecular_function",5191
"96577","SHMT1","GO:0036094","small molecule binding","molecular_function",6196
"96578","SPP1","GO:0036094","small molecule binding","molecular_function",6579
"96579","PEX19","GO:0036105","peroxisome membrane class-1 targeting sequence binding","molecular_function",5039
"96580","ELOVL5","GO:0036109","alpha-linolenic acid metabolic process","biological_process",2040
"96581","ACOT8","GO:0036109","alpha-linolenic acid metabolic process","biological_process",66
"96582","FADS1","GO:0036109","alpha-linolenic acid metabolic process","biological_process",2182
"96583","FADS2","GO:0036109","alpha-linolenic acid metabolic process","biological_process",2183
"96584","ELOVL1","GO:0036109","alpha-linolenic acid metabolic process","biological_process",2038
"96585","SCP2","GO:0036109","alpha-linolenic acid metabolic process","biological_process",6052
"96586","HSD17B4","GO:0036111","very long-chain fatty-acyl-CoA metabolic process","biological_process",3033
"96587","HSD17B4","GO:0036112","medium-chain fatty-acyl-CoA metabolic process","biological_process",3033
"96588","NUDT8","GO:0036114","medium-chain fatty-acyl-CoA catabolic process","biological_process",4738
"96589","FITM2","GO:0036115","fatty-acyl-CoA catabolic process","biological_process",2412
"96590","FYN","GO:0036120","cellular response to platelet-derived growth factor stimulus","biological_process",2512
"96591","PDGFB","GO:0036120","cellular response to platelet-derived growth factor stimulus","biological_process",4989
"96592","PDGFD","GO:0036120","cellular response to platelet-derived growth factor stimulus","biological_process",4991
"96593","TLR4","GO:0036120","cellular response to platelet-derived growth factor stimulus","biological_process",7003
"96594","GREM1","GO:0036122","BMP binding","molecular_function",2776
"96595","CHRDL1","GO:0036122","BMP binding","molecular_function",1285
"96596","ENG","GO:0036122","BMP binding","molecular_function",2068
"96597","BMPR1B","GO:0036122","BMP binding","molecular_function",695
"96598","COMP","GO:0036122","BMP binding","molecular_function",1449
"96599","GREM2","GO:0036122","BMP binding","molecular_function",2777
"96600","CHRD","GO:0036122","BMP binding","molecular_function",1284
"96601","SOSTDC1","GO:0036122","BMP binding","molecular_function",6516
"96602","SOST","GO:0036122","BMP binding","molecular_function",6515
"96603","TCAP","GO:0036122","BMP binding","molecular_function",6884
"96604","EFHC2","GO:0036126","sperm flagellum","cellular_component",1975
"96605","ENKUR","GO:0036126","sperm flagellum","cellular_component",2070
"96606","CFAP58","GO:0036126","sperm flagellum","cellular_component",1234
"96607","CFAP20","GO:0036126","sperm flagellum","cellular_component",1229
"96608","EFHB","GO:0036126","sperm flagellum","cellular_component",1974
"96609","CABCOCO1","GO:0036126","sperm flagellum","cellular_component",888
"96610","CFAP52","GO:0036126","sperm flagellum","cellular_component",1233
"96611","AK1","GO:0036126","sperm flagellum","cellular_component",204
"96612","DRC1","GO:0036126","sperm flagellum","cellular_component",1883
"96613","CFAP221","GO:0036126","sperm flagellum","cellular_component",1230
"96614","DNALI1","GO:0036126","sperm flagellum","cellular_component",1829
"96615","ATP1B3","GO:0036126","sperm flagellum","cellular_component",537
"96616","IQUB","GO:0036126","sperm flagellum","cellular_component",3224
"96617","CFAP70","GO:0036126","sperm flagellum","cellular_component",1239
"96618","IFT27","GO:0036126","sperm flagellum","cellular_component",3122
"96619","CFAP65","GO:0036126","sperm flagellum","cellular_component",1237
"96620","CCDC146","GO:0036126","sperm flagellum","cellular_component",1009
"96621","ATP1A1","GO:0036126","sperm flagellum","cellular_component",533
"96622","HVCN1","GO:0036126","sperm flagellum","cellular_component",3073
"96623","DNAH2","GO:0036126","sperm flagellum","cellular_component",1803
"96624","KIF9","GO:0036126","sperm flagellum","cellular_component",3434
"96625","CUL3","GO:0036126","sperm flagellum","cellular_component",1578
"96626","IQCG","GO:0036126","sperm flagellum","cellular_component",3217
"96627","DNHD1","GO:0036126","sperm flagellum","cellular_component",1833
"96628","LYZL4","GO:0036126","sperm flagellum","cellular_component",3923
"96629","DNAH17","GO:0036126","sperm flagellum","cellular_component",1802
"96630","DRD2","GO:0036126","sperm flagellum","cellular_component",1886
"96631","DRC3","GO:0036126","sperm flagellum","cellular_component",1884
"96632","CCDC181","GO:0036126","sperm flagellum","cellular_component",1020
"96633","ATP1B1","GO:0036126","sperm flagellum","cellular_component",536
"96634","AK2","GO:0036126","sperm flagellum","cellular_component",205
"96635","ATP2B4","GO:0036126","sperm flagellum","cellular_component",542
"96636","RSPH1","GO:0036126","sperm flagellum","cellular_component",5940
"96637","SPEF2","GO:0036126","sperm flagellum","cellular_component",6561
"96638","SLIRP","GO:0036126","sperm flagellum","cellular_component",6391
"96639","TUBB4B","GO:0036126","sperm flagellum","cellular_component",7373
"96640","MORN5","GO:0036126","sperm flagellum","cellular_component",4222
"96641","SPACA9","GO:0036126","sperm flagellum","cellular_component",6534
"96642","TACR2","GO:0036126","sperm flagellum","cellular_component",6810
"96643","RSPH9","GO:0036126","sperm flagellum","cellular_component",5942
"96644","RPGR","GO:0036126","sperm flagellum","cellular_component",5866
"96645","NME5","GO:0036126","sperm flagellum","cellular_component",4597
"96646","MNS1","GO:0036126","sperm flagellum","cellular_component",4207
"96647","ODF2","GO:0036126","sperm flagellum","cellular_component",4773
"96648","RAN","GO:0036126","sperm flagellum","cellular_component",5605
"96649","SPAG16","GO:0036126","sperm flagellum","cellular_component",6535
"96650","PACRG","GO:0036126","sperm flagellum","cellular_component",4856
"96651","TUBA1A","GO:0036126","sperm flagellum","cellular_component",7363
"96652","TEKT2","GO:0036126","sperm flagellum","cellular_component",6914
"96653","TEKT4","GO:0036126","sperm flagellum","cellular_component",6915
"96654","TCTE1","GO:0036126","sperm flagellum","cellular_component",6897
"96655","ZMYND12","GO:0036126","sperm flagellum","cellular_component",7789
"96656","HSPA2","GO:0036128","CatSper complex","cellular_component",3043
"96657","TMEM249","GO:0036128","CatSper complex","cellular_component",7092
"96658","AKR1C3","GO:0036130","prostaglandin H2 endoperoxidase reductase activity","molecular_function",221
"96659","AKR1C3","GO:0036131","prostaglandin D2 11-ketoreductase activity","molecular_function",221
"96660","RRAS2","GO:0036135","Schwann cell migration","biological_process",5927
"96661","RIOX2","GO:0036139","peptidyl-histidine dioxygenase activity","molecular_function",5799
"96662","CLEC3B","GO:0036143","kringle domain binding","molecular_function",1339
"96663","GPR183","GO:0036145","dendritic cell homeostasis","biological_process",2744
"96664","CERS1","GO:0036146","cellular response to mycotoxin","biological_process",1221
"96665","LPCAT4","GO:0036148","phosphatidylglycerol acyl-chain remodeling","biological_process",3820
"96666","LPGAT1","GO:0036148","phosphatidylglycerol acyl-chain remodeling","biological_process",3821
"96667","LPCAT1","GO:0036148","phosphatidylglycerol acyl-chain remodeling","biological_process",3817
"96668","LPGAT1","GO:0036149","phosphatidylinositol acyl-chain remodeling","biological_process",3821
"96669","LCLAT1","GO:0036149","phosphatidylinositol acyl-chain remodeling","biological_process",3558
"96670","MBOAT7","GO:0036149","phosphatidylinositol acyl-chain remodeling","biological_process",4043
"96671","LPCAT4","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",3820
"96672","LPCAT3","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",3819
"96673","MBOAT1","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",4041
"96674","PLA1A","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",5145
"96675","OSBPL5","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",4821
"96676","MBOAT2","GO:0036150","phosphatidylserine acyl-chain remodeling","biological_process",4042
"96677","LPCAT2","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",3818
"96678","LPCAT4","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",3820
"96679","LPCAT3","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",3819
"96680","LPCAT1","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",3817
"96681","DBI","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",1642
"96682","MBOAT7","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",4043
"96683","PLA2G4A","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",5146
"96684","NR1H2","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",4655
"96685","MBOAT2","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",4042
"96686","NR1H3","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",4656
"96687","PLB1","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",5156
"96688","TMEM86B","GO:0036151","phosphatidylcholine acyl-chain remodeling","biological_process",7124
"96689","LPCAT4","GO:0036152","phosphatidylethanolamine acyl-chain remodeling","biological_process",3820
"96690","LPCAT3","GO:0036152","phosphatidylethanolamine acyl-chain remodeling","biological_process",3819
"96691","LPGAT1","GO:0036152","phosphatidylethanolamine acyl-chain remodeling","biological_process",3821
"96692","MBOAT1","GO:0036152","phosphatidylethanolamine acyl-chain remodeling","biological_process",4041
"96693","MBOAT2","GO:0036152","phosphatidylethanolamine acyl-chain remodeling","biological_process",4042
"96694","PNPLA3","GO:0036153","triglyceride acyl-chain remodeling","biological_process",5233
"96695","PNPLA3","GO:0036155","acylglycerol acyl-chain remodeling","biological_process",5233
"96696","DNAH7","GO:0036156","inner dynein arm","cellular_component",1806
"96697","DNAH2","GO:0036156","inner dynein arm","cellular_component",1803
"96698","DNHD1","GO:0036156","inner dynein arm","cellular_component",1833
"96699","DNAH9","GO:0036157","outer dynein arm","cellular_component",1807
"96700","CCDC103","GO:0036157","outer dynein arm","cellular_component",995
"96701","CFAP70","GO:0036157","outer dynein arm","cellular_component",1239
"96702","DNAH5","GO:0036157","outer dynein arm","cellular_component",1804
"96703","DNAL1","GO:0036157","outer dynein arm","cellular_component",1827
"96704","DNAH17","GO:0036157","outer dynein arm","cellular_component",1802
"96705","CCDC103","GO:0036158","outer dynein arm assembly","biological_process",995
"96706","LRRC61","GO:0036158","outer dynein arm assembly","biological_process",3861
"96707","DAW1","GO:0036158","outer dynein arm assembly","biological_process",1638
"96708","DNAH5","GO:0036158","outer dynein arm assembly","biological_process",1804
"96709","DNAL1","GO:0036158","outer dynein arm assembly","biological_process",1827
"96710","DNAAF2","GO:0036158","outer dynein arm assembly","biological_process",1797
"96711","DNAAF4","GO:0036158","outer dynein arm assembly","biological_process",1798
"96712","DNAAF5","GO:0036158","outer dynein arm assembly","biological_process",1799
"96713","DNAH17","GO:0036158","outer dynein arm assembly","biological_process",1802
"96714","NISCH","GO:0036158","outer dynein arm assembly","biological_process",4576
"96715","ZMYND10","GO:0036158","outer dynein arm assembly","biological_process",7788
"96716","CCDC103","GO:0036159","inner dynein arm assembly","biological_process",995
"96717","DNAH7","GO:0036159","inner dynein arm assembly","biological_process",1806
"96718","DNAAF2","GO:0036159","inner dynein arm assembly","biological_process",1797
"96719","DNAAF4","GO:0036159","inner dynein arm assembly","biological_process",1798
"96720","DNAAF5","GO:0036159","inner dynein arm assembly","biological_process",1799
"96721","DNAH2","GO:0036159","inner dynein arm assembly","biological_process",1803
"96722","CFAP73","GO:0036159","inner dynein arm assembly","biological_process",1240
"96723","CCDC39","GO:0036159","inner dynein arm assembly","biological_process",1029
"96724","TEKT2","GO:0036159","inner dynein arm assembly","biological_process",6914
"96725","ZMYND10","GO:0036159","inner dynein arm assembly","biological_process",7788
"96726","P2RX5","GO:0036179","osteoclast maturation","biological_process",4843
"96727","RAB31","GO:0036186","early phagosome membrane","cellular_component",5563
"96728","ARPC2","GO:0036195","muscle cell projection membrane","cellular_component",471
"96729","PLEKHO1","GO:0036195","muscle cell projection membrane","cellular_component",5185
"96730","HLCS","GO:0036211","protein modification process","biological_process",2972
"96731","LARGE1","GO:0036211","protein modification process","biological_process",3545
"96732","CDC34","GO:0036211","protein modification process","biological_process",1123
"96733","CHRM3","GO:0036211","protein modification process","biological_process",1288
"96734","CPE","GO:0036211","protein modification process","biological_process",1477
"96735","KAT2A","GO:0036211","protein modification process","biological_process",3298
"96736","BRAF","GO:0036211","protein modification process","biological_process",708
"96737","ERO1A","GO:0036211","protein modification process","biological_process",2132
"96738","LCMT1","GO:0036211","protein modification process","biological_process",3559
"96739","GGCX","GO:0036211","protein modification process","biological_process",2604
"96740","FKRP","GO:0036211","protein modification process","biological_process",2422
"96741","FBXL2","GO:0036211","protein modification process","biological_process",2333
"96742","FBXO2","GO:0036211","protein modification process","biological_process",2338
"96743","ABL2","GO:0036211","protein modification process","biological_process",44
"96744","TGM1","GO:0036211","protein modification process","biological_process",6944
"96745","USP25","GO:0036211","protein modification process","biological_process",7493
"96746","RPN2","GO:0036211","protein modification process","biological_process",5896
"96747","RIMKLB","GO:0036211","protein modification process","biological_process",5791
"96748","MSRA","GO:0036211","protein modification process","biological_process",4312
"96749","PARP4","GO:0036211","protein modification process","biological_process",4896
"96750","ST8SIA4","GO:0036211","protein modification process","biological_process",6658
"96751","NAGPA","GO:0036211","protein modification process","biological_process",4441
"96752","PCMTD2","GO:0036211","protein modification process","biological_process",4953
"96753","UBE2S","GO:0036211","protein modification process","biological_process",7422
"96754","PRKD1","GO:0036211","protein modification process","biological_process",5390
"96755","PHKA2","GO:0036211","protein modification process","biological_process",5074
"96756","UBL5","GO:0036211","protein modification process","biological_process",7430
"96757","QPCT","GO:0036211","protein modification process","biological_process",5547
"96758","TTLL11","GO:0036211","protein modification process","biological_process",7355
"96759","TTLL1","GO:0036211","protein modification process","biological_process",7354
"96760","TTLL12","GO:0036211","protein modification process","biological_process",7356
"96761","UBE2L6","GO:0036211","protein modification process","biological_process",7416
"96762","SEPHS1","GO:0036211","protein modification process","biological_process",6110
"96763","UBA52","GO:0036211","protein modification process","biological_process",7404
"96764","UBE2D2","GO:0036211","protein modification process","biological_process",7410
"96765","SLC35A1","GO:0036211","protein modification process","biological_process",6310
"96766","PRKCH","GO:0036211","protein modification process","biological_process",5386
"96767","PRMT6","GO:0036211","protein modification process","biological_process",5393
"96768","MMP15","GO:0036211","protein modification process","biological_process",4201
"96769","UBE2M","GO:0036211","protein modification process","biological_process",7417
"96770","MCRS1","GO:0036211","protein modification process","biological_process",4059
"96771","PLAT","GO:0036211","protein modification process","biological_process",5154
"96772","PCMT1","GO:0036211","protein modification process","biological_process",4952
"96773","UBE2I","GO:0036211","protein modification process","biological_process",7414
"96774","UBA3","GO:0036211","protein modification process","biological_process",7402
"96775","PPP4R2","GO:0036211","protein modification process","biological_process",5342
"96776","ST3GAL1","GO:0036211","protein modification process","biological_process",6641
"96777","SERP1","GO:0036211","protein modification process","biological_process",6124
"96778","RIMKLA","GO:0036211","protein modification process","biological_process",5790
"96779","ASMTL","GO:0036218","dTTP diphosphatase activity","molecular_function",503
"96780","ENPP1","GO:0036219","GTP diphosphatase activity","molecular_function",2076
"96781","ASMTL","GO:0036221","UTP diphosphatase activity","molecular_function",503
"96782","ENPP1","GO:0036221","UTP diphosphatase activity","molecular_function",2076
"96783","NUP54","GO:0036228","protein localization to nuclear inner membrane","biological_process",4746
"96784","GLDC","GO:0036255","response to methylamine","biological_process",2636
"96785","CHMP4A","GO:0036258","multivesicular body assembly","biological_process",1276
"96786","CHMP4B","GO:0036258","multivesicular body assembly","biological_process",1277
"96787","CHMP1B","GO:0036258","multivesicular body assembly","biological_process",1274
"96788","CHMP1A","GO:0036258","multivesicular body assembly","biological_process",1273
"96789","CHMP2A","GO:0036258","multivesicular body assembly","biological_process",1275
"96790","VPS36","GO:0036258","multivesicular body assembly","biological_process",7558
"96791","PDCD6IP","GO:0036258","multivesicular body assembly","biological_process",4969
"96792","VPS37D","GO:0036258","multivesicular body assembly","biological_process",7561
"96793","UBAP1","GO:0036258","multivesicular body assembly","biological_process",7405
"96794","VPS37B","GO:0036258","multivesicular body assembly","biological_process",7559
"96795","VPS37C","GO:0036258","multivesicular body assembly","biological_process",7560
"96796","RAB11A","GO:0036258","multivesicular body assembly","biological_process",5553
"96797","SNRPD3","GO:0036261","7-methylguanosine cap hypermethylation","biological_process",6475
