aEndo	capEndo	vEndo	aSMC	vSMC	Per1	Per2	Fib1	Fib2	Fib3
EIF5AL1	0.00767793458855535	0.00377017487753709	0.0068390918992431	0.0251934856136077	0.0321360565704364	0.0644639047475093	0.0145489911326805	0.0142121951649143	0.0220991612393192	0.0227168916540364
SFTPA2	0	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0	0
NUTM2B	0	0.00464378429224397	0.0058834773875505	0	0	0	0	0	0.0147931691778306	0
SFTPD	0.0772507139400338	0.0444923860990941	0.00900601227901736	0.00986675171131778	0.0252914258482884	0.0326096743006994	0.0570957809363934	0.0141738986577667	0.0233337075442371	0
TMEM254	0.0771612870845275	0.130131402047907	0.0671007591756155	0.0242843600100852	0.100792613989995	0.117397558379634	0.169700730093905	0.110866613045059	0.100047244343638	0.0357722096055558
PLAC9	0.110841018001431	0.0594111051088957	0.0526205765273086	0.513675829283959	0.78692548653242	0.588594089191277	0.579604995341968	0.17488801763576	0.00983183813982259	0.188954743436092
ANXA11	0.378214480801486	0.353755142203404	0.441687896757243	0.432119630099399	0.557975085165577	0.518235959411327	0.538068840733117	0.34019611969922	0.307209015251452	0.787326909623408
MAT1A	0	0	0	0	0.00840172222525239	0.000430550324442397	0	0.0529305129178899	0	0
DYDC1	0	0.0065930765722542	0.00660713857665597	0.0443978754170347	0.0099882483207051	0.00535756484409422	0.015942181790274	0.0337739705576692	0	0
DYDC2	0.000534158114631864	0.00878672556638856	0	0.0117345932429492	0.00089529688651251	0.00401915729857312	0.0122757260111497	0.024046196893171	0	0
FAM213A	0.356368729484113	0.401976250239799	0.242857861431522	0.381659708065807	0.719378188326753	0.792746890555881	0.680965495746689	0.217148024246248	0.244487517500055	0.153420057354111
TSPAN14	1.04392230596382	1.22225442621618	1.09709630979396	0.521240125969819	0.929382430197264	1.10893340109825	0.581972540704152	0.27608579823968	0.39755962503979	0.584595025796666
SH2D4B	0.0352174257936431	0.0565916972271265	0.0351621157715674	0.0277770689035321	0.0231947562807311	0.0364750423784083	0.025270109560397	0.0677295469957881	0.0364818248013106	0.0421300229658044
NRG3	1.68286657648006	2.21466337280146	1.64670968367035	1.69534504266885	1.29970225310032	1.47087492369297	1.82453967535698	1.44519799197037	2.33423395607958	2.36098670626376
GHITM	0.223986382295771	0.165452201999866	0.120087212883449	0.31512870423831	0.464946899623728	0.353240949533605	0.199319812406148	0.132700509151937	0.144887806223117	0.207759732194548
CDHR1	0.0283903515275644	0.0205629005517814	0.00971447313227755	0.0210635648036659	0	0.00964669105149039	0.00767746300976848	0.037255748389746	0	0.0153498489565349
RGR	0.00714417347454162	0.00580678535495175	0	0	0.00421867489516577	0.00148778194259057	0.0231725322129332	0.00404720886641583	0	0.0486745017395151
CCSER2	1.8993464013075	1.67599530649633	1.51068339012655	1.1178744323604	1.36346863387196	1.41715791010502	1.16691880719771	1.10397298859207	0.995066343892404	0.988588487418369
GRID1	0.236080776737729	0.321905921232734	0.210440322607414	1.28369346966675	0.408600087826561	0.471942987224274	0.577940055222374	0.961748224021902	0.198612221781159	0.139041604757926
WAPL	0.624036724376596	0.744368829430557	0.702924829252945	0.627617643404666	0.692511278999161	0.743664436772268	0.792786815594082	0.727919280644074	0.705657289934812	0.632973662876201
OPN4	0	0	0	0	0.00467656596796842	0.00158940983693022	0	0	0	0
LDB3	0.0152695184152373	0.0462088460501369	0	1.33519232159894	0.115855188610531	0.0424978514452932	0.0883443433720022	0.1040148398306	0.109393069573919	0.0101917942094883
BMPR1A	0.20944373207238	0.254054026092987	0.198807896377017	1.21824138978159	0.664929853502224	0.569515874078751	1.08750330176666	0.926676370608188	1.08711842517114	0.814868508241193
MMRN2	1.05679127149772	0.528680408483385	0.395201921722642	0.259892873673075	0.557125165164623	0.546445478742969	0.163763524663406	0.0406017332759947	0.160560076448331	0.0643509256316594
SNCG	0.130788980189043	0.135991292570719	0.108717661854656	0.398117696141553	0.382917433854451	0.332016417867056	0.376716659484677	0.0129223725057736	0.0410924413598062	0.011209308905089
ADIRF	0.41132785812684	0.467335443863266	0.446459018968243	2.04555583559988	1.86220790456069	1.45098274937191	0.955724513128318	0.24930092869905	0.334024890012333	0.232521465365334
FAM25A	0	0.00417966452305584	0.0157811632633719	0	0.00104262336796993	0.00352731939879608	0.0317005858578433	0	0	0
GLUD1	0.797099639238766	0.933899274380563	0.874664460719847	0.670448169137439	0.669945201185915	0.777586766572941	0.759744096991466	1.12797110051118	0.999773870274076	0.821279583865538
NUTM2A	0	0.00303571444866429	0.0196492708999876	0	0	0.000259040079222697	0	0	0	0
NUTM2D	0	0.0163570754726128	0.0142486621131622	0	0.00737121280148367	0.00124981307142317	0	0	0	0.0139371193400726
MINPP1	0.0943166878628042	0.139766650868864	0.184864212492424	0.312864959041078	0.137757341401674	0.179605772476815	0.189738567916272	0.119689263933936	0.104013475536732	0.136013311285923
PAPSS2	1.41000830371229	1.25237431118533	1.62626149268022	0.628380881000783	1.24066328997128	1.36019652669272	1.49334869862775	0.730757749255751	0.191079067290834	0.684387993845866
ATAD1	0.437815451893763	0.53262781037905	0.495634919272394	0.510632328364503	0.638177299090002	0.590315911515283	0.829761230554985	0.425774299278169	0.50075311525968	0.414062474868475
KLLN	0	0.0104947256510348	0	0.0563494426244894	0.0121939805308266	0.0276744249775242	0.0665790399063307	0	0	0
PTEN	1.2346557939917	1.2448214912534	1.42955200577259	1.902946549872	2.10330847180659	2.20972826404875	2.95131776515169	1.72092164278224	0.953284534833627	0.930409242139386
RNLS	0.465240223289177	0.431223608541579	0.462570501979825	0.261097493972838	0.631325238995126	0.644473922403493	0.788725140579195	0.517417693440789	0.716744303835013	0.18837039948924
LIPJ	0	0.00365257181595865	0	0	0.00464673190980557	0.00112783183713341	0	0	0	0
LIPK	0	0	0	0	0.00341659792852414	0.00282780667083143	0	0.014772190155017	0	0
LIPN	0	0	0	0	0.000982072542522957	0	0	0	0	0
ANKRD22	0.00579050472307288	0.0142938909624495	0.0066666913581893	0.0156965685144437	0.0603756397343972	0.0148985540628878	0.00598354181660849	0.0339944492418896	0	0
STAMBPL1	0.110799754479777	0.186947265499779	0.0971813957703825	0.674574455572863	0.411270158085878	0.30295804606303	0.412912005238086	0.34052694689163	0.17531299817145	0.212552435127033
ACTA2	0.137731920137299	0.0751050004301739	0.0930856173405877	2.49990781058913	0.797593702529063	0.236088717410062	0.502303554629955	0.242511910018207	0.202656899384424	0.136971771804969
FAS	0.134000398923319	0.0928287049261341	0.064964834804705	0.113478834027932	0.146688564097864	0.155979615383553	0.219888203098893	0.145201905252349	0.108952895939893	0.0419285351533322
CH25H	0.104381713338845	0.14517187980847	0.100848574381741	0.058911865478224	0.238960945445903	0.0825811062898393	0.179674025820299	0.0629592702066663	0.146621350304646	0.0823949378788558
LIPA	0.418439697822089	0.525495937062314	0.462831860323765	0.451655528677164	0.687029016816173	0.52091714575145	0.43548103604806	1.08796607842377	0.941305697231773	0.298811584738993
IFIT2	0.0758801680966178	0.118913513701932	0.107246227489485	0.0809298454109451	0.230719141024732	0.188816449184034	0.0501807810873656	0.116726932129622	0.176329286450283	0.0287236102355883
IFIT3	0.251267461164549	0.345180007796631	0.201863114504563	0.0885982831035241	0.448988667477642	0.523951247338271	0.234439584488816	0.232180798270799	0.263071459521251	0.0282133575836998
IFIT1B	0.00741191042621617	0.00365746126662008	0	0	0	0.00419056466658152	0	0.0397617930950623	0.0345878591236612	0
IFIT1	0.323208277106173	0.333840587349696	0.313219827221038	0.190508110229778	0.436326086286253	0.598916574735013	0.213285211233854	0.153975233939498	0.235468618470432	0.0578675309077184
IFIT5	0.0908853503352902	0.0869551436938855	0.0684520718908569	0.134185177265526	0.231108367791081	0.198428295327422	0.10369394329068	0.126231796731541	0.0466193079974704	0.0138059859556728
SLC16A12	0.00481042768265696	0.0366427883634085	0.00797757756934896	0.0592377188707081	0.370774123749556	0.23226799105348	0.656541906768877	1.57791009060323	1.41302610810019	0.0688782633902197
PANK1	0.0438723299486372	0.096308328510828	0.0548455046608058	0.0853919982048837	0.0801309843676222	0.0846154990770955	0.118042014484409	0.228070909618603	0.174813494051832	0.0424559923103376
KIF20B	0.0810891103417035	0.0802194687429015	0.06111917514951	0.0460889177686946	0.117895884844306	0.107779703881383	0.077702064203684	0.156699865044689	0.0670761999871146	0.0553726746496895
HTR7	0	0.0224901473251969	0.00636093962878283	0.108128582658888	0.083334476933448	0.0108593299494659	0.0077503366003792	0.0249398468355372	0	0
RPP30	0.210409495010384	0.145484782626695	0.133068083201301	0.134377661632694	0.223181456970086	0.207255501612109	0.199352642780979	0.0638818790676375	0.131193382752273	0.141010386404087
ANKRD1	0	0	0	0	0	0.000472626699690669	0	0.00715359756101183	0	0.0129607682831156
PCGF5	0.837805797037815	0.895962397677746	0.841010162749887	0.965849373526259	0.809449884724737	0.770090228526315	0.501147970768975	1.46443680354493	1.62636862186304	1.35828878135231
HECTD2	0.627393552868082	0.615685346427289	0.824357118892097	0.64837537416378	0.510567401897794	0.460190259388667	0.47362150845298	0.807167725775027	1.17052459205433	1.05458364669154
PPP1R3C	0.0174770285671959	0.0441072346485191	0.0161729049890737	0.0766990335748672	0.0318876213774301	0.0215500445355011	0.0329427977933555	0.0452953877771684	0	0.0832517582648434
TNKS2	0.674240058097671	0.691884472382006	0.63639517814875	0.711700482720814	0.670621988791941	0.700945340622565	0.794705504039614	0.723902061536505	0.62661554782929	0.631017795116436
FGFBP3	0	0.00659742358870792	0.0257202014869201	0.040603998401049	0.0207532605000433	0.0355584032911102	0.0414448881332247	0.0379834683933134	0	0.059219476941432
BTAF1	0.741434236543321	0.876869394765586	0.758521779066694	0.817588044359037	0.654343544355748	0.727072442321029	0.746982768432619	0.998098155709677	0.834313746121547	1.03094951681987
CPEB3	0.806144954178586	0.971535066862462	1.01438659331622	0.907067204491284	0.933443210458143	0.847592491353969	1.01427319295113	0.80644494470497	1.11411779311951	0.918509258592077
MARCH5	0.417000750485602	0.520783177227524	0.599595342326494	0.439387131114785	0.388257461197788	0.494878443720771	0.451189360139482	0.357785120007076	0.462596436557733	0.358724814928605
IDE	0.432071399444241	0.492231634580603	0.441655337008059	0.45270210012441	0.447522553873033	0.438562593479812	0.490936066575258	0.386225947589831	0.438010454392796	0.359362155635794
KIF11	0.0571852899110811	0.0640942048005418	0.0557781805430884	0.0280530758869614	0.0683943755924721	0.0463790262986849	0.0433828474662415	0.0669259304547484	0.0168937980384559	0.0365423113185297
HHEX	0.161279476679321	0.0753433690231761	0.227985562461752	0.0254991480729759	0.0979805942557955	0.104454166011683	0	0	0.0123950500142866	0
EXOC6	2.20457059015451	1.78974794962857	1.99930567576315	0.985912009483363	1.45655932117417	1.39910926948124	0.932482800009848	0.650327234778346	0.832021066449351	0.735011315507593
CYP26C1	0.00863275462896933	0.00447519913253428	0	0	0.00273219585371624	0.00724081402572186	0	0	0	0
CYP26A1	0.00411996927542135	0.00340523236023384	0	0	0	0.00668050529144078	0.017833763474439	0	0	0
MYOF	1.5806147226673	0.635846892400311	1.79872446978487	1.08106793734373	1.00329306696845	0.908801535475401	1.30436233370504	1.76089270727938	0.990650379887569	1.10715687370815
CEP55	0	0.00476804412587461	0.00898801664594528	0	0.00708286166605128	0.00965642327231205	0	0.00522520190252761	0.0174426604783175	0
FFAR4	0.0200496530633019	0.00380871588864636	0.0144899184897365	0.0391077984890176	0.0162461138008438	0.00167658745174247	0.0838042919990034	0	0.0192797742592223	0
RBP4	0.00271471956459667	0.0107221808515756	0.0179300258250074	0	0.00476139022297492	0.00244286538983618	0.0431997572900467	0.0153267221629931	0.00888155786383239	0
PDE6C	0.0160292673740897	0.0204893138270042	0.0103276591757121	0	0.017846402000938	0.0289999343193249	0.0381664533605709	0.0226147903027813	0	0
FRA10AC1	0.41254649424412	0.417028045239618	0.382048356787443	0.386965285606584	0.418483869887108	0.402250479770639	0.363750208417124	0.514144414368276	0.375444967419279	0.41383289291997
LGI1	0.11454212622114	0.142053671123555	0.0964273154909164	0.322579892253588	0.101007625665988	0.0792961544472781	0.203226547370968	0.15681026067094	0.108267823730966	0.100993921418717
SLC35G1	0.102371948683626	0.0754800462713398	0.0544322957049626	0.103614271323246	0.0737718545482025	0.0571316957005095	0.0786106697624816	0.053854977361583	0.270647767776274	0.564410198582946
PLCE1	0.238137876134852	0.239467487416015	0.232485716210244	1.90985526663167	1.19877634854764	1.29407229589774	2.22018449274338	0.696417450294701	0.893122461023631	1.58566293792274
NOC3L	0.314394972255371	0.426847598227835	0.443283438278113	0.362652723165409	0.407520161123008	0.467035824254209	0.447625482801149	0.331476420823587	0.172539837027312	0.219532959800947
TBC1D12	0.543808346451584	1.05267733187092	0.813164931721866	0.599448004376091	0.861447694479854	0.88391938363451	0.750107296666105	0.342924464396423	0.359815980379967	0.272798156964222
HELLS	0.0987330352737733	0.0741171727089104	0.0562402812229406	0.229105574351335	0.0832783324927323	0.11136073328447	0.0535456968109711	0.158244260732789	0.071244184020315	0.386641072195576
CYP2C18	0	0.00319423776053063	0	0	0	0	0	0	0	0
CYP2C9	0	0.00448129811114573	0.00734390234419563	0	0.0013702281216538	0.000311526579318997	0	0	0	0
CYP2C8	0.00835425304431457	0.0100086632778961	0.011092943449022	0	0	0.0033202556785445	0.0134508074663364	0.0102817000194901	0.00714315283174148	0.018602846921939
ACSM6	0.0383537120952541	0.0220118683373147	0.118252728950924	0.0131889418503562	0.0300907193592029	0.0273664293203506	0.104414740778294	0.262377891884091	0.372013426026551	0.161294704781002
PDLIM1	0.82628409453565	0.135059347482815	1.31882782977382	0.401651291003849	0.316785339376576	0.167724566002287	0.236422790329379	1.56608641051392	1.461636943995	0.397255071189391
SORBS1	1.49108989733095	2.91107450027853	2.8039769290768	2.49033619553764	1.79713494630324	2.42730086329904	1.1395611006323	2.3028371548744	2.80691357309961	2.24734381007316
ALDH18A1	0.185871495458877	0.139993368824665	0.192282956847226	0.143682055059105	0.153222395248808	0.127190915854648	0.136678240510402	0.22605459931376	0.151838079979239	0.166879294148352
TCTN3	0.217390843927034	0.317337876248473	0.204739153238469	0.195242405248236	0.237885096710467	0.273805163065452	0.186141001936244	0.347661261454229	0.367648880641147	0.184969774387123
ENTPD1	1.90154879816381	1.7095902755716	1.90764747609583	1.5253591851256	1.24694446078283	1.21818020754232	0.599918491243352	0.137523710436733	0.0909099770668616	0.0900651677503259
CC2D2B	0.978861060246233	0.629588976791315	0.490701963993119	0.583601006115863	0.50643491134696	0.516681476475484	0.549761009470863	0.273788757637803	0.385818367965889	0.154577363185709
CCNJ	0.155052301615535	0.0839945941227326	0.0771899946259635	0.0301138936387199	0.0691308560162756	0.0852801955927162	0.0741297734908228	0.0787227876877996	0.0267150563296134	0.0818357864518113
ZNF518A	0.665938288740027	0.872748507470228	0.727147314003728	0.761701464229176	0.765283021359257	0.773614886050448	0.840154476587427	0.880826252930706	1.07694824035479	0.948354579117539
BLNK	0.0263459142950319	0.0337561259713232	0.0238057790962885	0.00435526910815517	0.168711967958236	0.0238666602691062	0.0231725322129332	0.0528630478274145	0.0174519076654196	0.0549871917422624
DNTT	0.00575711137749501	0	0.00380761372627821	0	0.000855813977062985	0.00124655497124009	0	0	0	0
OPALIN	0.111973284318051	0.193399406630712	0.150006951250687	0.0451096843754413	0.163817306543818	0.113537492350714	0.178664217179505	0.144651557954336	0	0.00857538902528924
TLL2	0.00678355018932696	0.0276836239014673	0.0232385037120383	0	0.0359607896440223	0.0296124234832103	0.0879727028238385	0.0468196800673972	0.017865708437788	0.128645164942585
TM9SF3	0.946772536095248	0.891245633487754	1.03183793321898	0.969642456405277	0.985806031789087	1.03102402391469	0.939721473446423	1.02869717709931	0.864121148746439	0.883568385489013
PIK3AP1	0.0193629906542284	0.0216722920733254	0.0384983101603281	0.0142593296188807	0.370547499891505	0.100193580483804	0.196647580436482	0.015224046771237	0.0241356933099923	0.092873355074897
LCOR	1.08979458918987	1.05233906999558	1.04703971404838	1.24838090442046	0.938935303892349	1.02579877185716	1.16818517824205	1.0179866800769	1.25847174635775	1.07996361881795
SLIT1	0.166063364713205	0.178655404556136	0.158324692830592	0.131194193587353	0.076204528635406	0.0584182206188408	0.2353549722458	0.178051376926593	0.130952286344812	0.0673762880943984
ARHGAP19	0.0124531353893404	0.0123800729443302	0.0211646835687498	0	0	0.00102609364923917	0	0	0	0.0285558286201956
FRAT1	0.00183761223930546	0.00172051933292423	0.00733549840177845	0	0.0415366044702159	0.020028433529757	0	0	0.0256960397179757	0
FRAT2	0.0301218821207293	0.0146507725595817	0.00718322707774612	0.0953635005585488	0.0296487847470161	0.0468630173351791	0.0408423145391839	0.0451582226840049	0.00659805350115555	0
RRP12	0.0603224463075366	0.301891766618906	0.326161507602535	0.0843724553404269	0.197850316717599	0.229735195251028	0.128148606403525	0.381014276463072	0.190194318090352	0.261126004189963
PGAM1	0.29709593450832	0.198985343621323	0.232868583857539	0.422049841641137	0.498439055316965	0.469370867475525	0.617124030360425	0.14511193419661	0.227826178991245	0.229046339058401
EXOSC1	0.235507981157691	0.228846285706239	0.221422726403576	0.152805796207962	0.231667986732356	0.250501650022849	0.197210702084526	0.172985702555375	0.27004516321249	0.0960882931325068
ZDHHC16	0.196436034378743	0.166860548530142	0.118611204573438	0.0198131467786568	0.0982848769366385	0.112443079637933	0.107662073204479	0.0572572987362528	0.120766202569957	0.106911645489356
MMS19	0.391059601292111	0.374374711209144	0.481417915057928	0.315216953064544	0.298113112431446	0.378546595451383	0.296059092441817	0.498686069089344	0.371091685059733	0.283148073638394
UBTD1	0.14569413300712	0.208073584008581	0.247274331002796	0.049125521348694	0.159034827640434	0.149827768960464	0.141107475649198	0.248752063302808	0.144294846494343	0.0389056418587263
ANKRD2	0	0.00399431741019699	0	0	0.000976177159164748	0.00229856720620934	0	0	0	0.00430819739575581
HOGA1	0	0	0	0	0	0	0	0	0	0.016190883845864
MORN4	0.0893501034112242	0.0735445164046806	0.0977942599312965	0.0519770170987273	0.0629915582855293	0.10334483950791	0.0945136048718692	0.161319321602575	0.180936303525562	0.0837802226114635
PI4K2A	0.0591507364397165	0.0386831760623117	0.0251664206375472	0.0317030772160262	0.0697330325584113	0.0600562518111719	0.031390759296966	0.0987563377072015	0.0804739217033447	0.0590892015979919
AVPI1	0.0347397275457926	0.0144192507828605	0.0273911448506215	0.0528108751841784	0.0522547872578622	0.0422980853934292	0.00745946461405576	0.0405574168375079	0.0996204745699308	0.469430824405348
MARVELD1	0.0247917596540253	0.0124247369300984	0.0286174347091413	0.185329122176362	0.150301896600597	0.14649132410179	0.0936252634888843	0.0381763981189167	0.0556895006652208	0.0982485534919006
ZFYVE27	0.243315756352772	0.251499562493393	0.208152148147314	0.17812514192544	0.184245034917342	0.242487229636182	0.400604570644804	0.280631981239939	0.287609319279884	0.214793685954447
SFRP5	0	0	0	0	0.00580099175965946	0.000435451070824883	0	0	0	0
GOLGA7B	0.038046229337666	0.0351427447421553	0.021370658248035	0.00310712296341499	0.00997974051087862	0.0222456466345975	0.0866022739450894	0.0463326931165359	0	0
CRTAC1	0.0431328106437138	0.0276301555113023	0.0210220682547707	0.0503172783556595	0.122760369413483	0.0122704453065305	0.0792933089789561	0.0254418639436822	0.0295730319928413	0.0307002318016023
R3HCC1L	0.55631895585834	0.471152701052149	0.499407014125233	0.476407586298602	0.440584521335975	0.455453524215936	0.465964769025725	0.428646284112261	0.456372946960829	0.427497329671701
LOXL4	0.00858782500314764	0.0190598355766252	0.00644733986567752	0.0012622061729746	0.011710266461147	0.00967945064988487	0.0209415650931991	0.0784692010119035	0.0449873070123252	0
PYROXD2	0.0946342528111718	0.119738384717208	0.143807812232096	0.0207774243616613	0.105748714625745	0.0610895650561057	0.0198584245168899	0.155822200927251	0.221866130425897	0.176343411445828
HPS1	0.273191639004317	0.113714002373855	0.166551612002064	0.23131730758417	0.225538100280281	0.174708281113266	0.138996133987355	0.185762238217377	0.253987108145594	0.137944934060773
HPSE2	0.157263281942712	0.143922302401868	0.171834709197575	0.640544835274972	0.103168510886615	0.113264096706579	0.0572105190625097	0.162795658220395	0.128493445063041	0.131653006072204
CNNM1	0.0629972682944816	0.0514642658837593	0.0376139474865423	0.0774092674311507	0.0415803359684913	0.0439851125213161	0.100237030076279	0.0896547706102635	0.0999411956034655	0.161162644994406
GOT1	0.0781777481698241	0.145682825347432	0.123042585720835	0.130749328836222	0.194805029048787	0.118522508305171	0.176609567707365	0.126674771944963	0.186090541842592	0.0812709320897148
SLC25A28	0.221077037977975	0.252483864898136	0.352858246340269	0.119844414098863	0.202902771061893	0.264289803975067	0.200602845154291	0.305339228000184	0.285087885141805	0.193923533903367
ENTPD7	0.0673127195099431	0.0911086024571486	0.111280049212738	0.00313544238559172	0.075518984093466	0.0855051942876748	0.0983053509779168	0.180763761940881	0.0843535353696609	0.10251080002871
CUTC	0.299559189454997	0.268655901847404	0.315456244391952	0.218108068521422	0.321575928936443	0.27264476891014	0.142943625209169	0.300278543218858	0.262419456071657	0.225105534414528
COX15	0.284673138092759	0.231016954005924	0.197263081135437	0.16759338211585	0.32743029015676	0.224277437199097	0.196033551878142	0.304172496348331	0.164499402408758	0.162089044304703
ABCC2	0.0642212983372509	0.038332117167055	0.0629059458443737	0.0207135905499442	0.0439246571674324	0.0489856649368666	0.0143109818734271	0.104662315845381	0.0150929634787494	0.0350597196947642
DNMBP	0.262140583091596	0.36268423923604	0.623949478821379	0.33381338813561	0.512563972044983	0.427997314740816	0.662614805417962	1.32381967461255	0.892452689713913	1.19660726463249
CPN1	0.0104257795506568	0.00792781452268805	0.016188445963226	0.0748919906579321	0.0537964221985924	0.0142913299577903	0	0	0.0157784739786912	0
ERLIN1	0.209633780416815	0.140374485301722	0.150237764108031	0.0317004697299204	0.148554514441104	0.145250586923582	0.109833979306711	0.133951130023234	0.080721160850485	0.111997393802054
CHUK	0.193883384623824	0.249236175233458	0.348181416339655	0.253900880403013	0.229463904967507	0.261742776582953	0.235926651823976	0.312678861824506	0.301887856096277	0.276221395683878
CWF19L1	0.327309061973061	0.316543195596477	0.364790298504669	0.297508758017044	0.317054201855398	0.274986517071405	0.261553922112821	0.215842595560475	0.212631090392598	0.283109194145426
BLOC1S2	0.0772201384984367	0.107628772238411	0.129466230927903	0.0862828634381745	0.261362022236535	0.156975633739128	0.201441725854535	0.138794442150148	0.116383979700947	0.164480018012081
PKD2L1	0.0522888956897928	0.0107200501577369	0	0	0.0406954912599519	0.0148860721702922	0	0	0	0.0445669900532374
SCD	0.229622360776212	0.353186261395101	0.245042159150389	0.3795040460395	0.301699140152276	0.158540963535853	0.333813182588665	0.377586575666139	0.146188184386596	0.438213811517662
WNT8B	0	0.00563278892151613	0.00119708882328394	0	0.00458984846219594	0.0057463180612679	0	0	0	0
SEC31B	0.10911622357265	0.15233645955706	0.143256847519251	0.150374642604416	0.107225539243648	0.0936615820716053	0.133495255627961	0.144905636255175	0.284525164332368	0.115924345004567
NDUFB8	0.0283903515275644	0.0196171344331371	0	0	0	0.00923594842567908	0	0	0.0393181855942596	0
HIF1AN	0.255505697929063	0.229817487026657	0.172724647416389	0.183460161843228	0.209158860387388	0.232575727439095	0.30988269188191	0.292217974633155	0.18497245459981	0.150452856917858
PAX2	0.00770840755072689	0.0155149454476616	0	0	0	0.00636947263299638	0	0.00337116773453072	0	0
SLF2	0.587397114247822	0.702013091218095	0.601305547518509	0.611257135220231	0.579254553948923	0.634935174972597	0.533454891724672	0.587000537916604	0.459354598668086	0.588972348539282
MRPL43	0.100705285384895	0.0781987176679387	0.0603204587152862	0.143344928239764	0.233000587252111	0.214556067830278	0.244156968103572	0.0159514861165012	0.117662834682648	0.0833435204526546
SEMA4G	0.0511274298752889	0.0652278255077193	0.0672927223147341	0.139329129356502	0.0900134365616549	0.103641631660829	0.124494131539782	0.0643049368444059	0.152837935302483	0.0954938646064331
TWNK	0.00603904131214975	0.00063812057794142	0.0136173237246823	0.00435526910815517	0.0408343552875833	0.0256658771163985	0.0298228687431695	0.0312226571971031	0.0581085958081468	0.00290064205998697
LZTS2	0.154158151454044	0.17587963324153	0.107982559163527	0.224925849453714	0.280992331476032	0.265696433823239	0.229383414438818	0.179991709702705	0.215910993389119	0.101889394855643
PDZD7	0.0380286419945058	0.0498849338622033	0.0338270240561269	0.176059008634268	0.0969081876271003	0.0536075990923892	0.0648772413100729	0.0172615275955222	0.0850308656391079	0.051890193862027
SFXN3	0.216130179510166	0.157088231439727	0.1450731403985	0.156777278395985	0.121648801373285	0.143902483637036	0.0827188343897927	0.0465293354537491	0.0613041281859072	0.111274748370932
KAZALD1	0.0894905082261638	0.00182307479156207	0.00396542672053195	0.00296217960336116	0.0294867368589586	0.00799582324796911	0	0.013799260761175	0.0152387152101054	0
BTRC	1.00142985129257	1.01295440983653	1.03173985880425	0.944742196915633	0.831759072133356	0.858396638837555	0.835935953256083	0.828492389966415	0.979106122662759	0.847516167367396
DPCD	0.0698354307814768	0.0484690140891958	0.0458524952006743	0.0760345832050579	0.118086797392498	0.0849249930213241	0.0443161450785556	0.101955176262543	0.0525859249972823	0.0643195660453856
POLL	0.201859684384125	0.172457660435404	0.0671113181457898	0.0484726191665811	0.119609161658446	0.122598890062418	0.111771326987747	0.197614820952121	0.192287039806303	0.115759108286158
FBXW4	0.695791106217589	0.64535242479419	0.550903256418129	0.7804820751932	0.667598960274399	0.635585661249834	0.700456959593703	0.774591818507725	0.791790718771192	0.851016005757467
FGF8	0	0	0	0.00706476069094138	0	0	0	0	0	0
NPM3	0.0252619483082825	0.00173032576748971	0.0107898234962997	0.0315463227201593	0.0163877685579045	0.0150153903127741	0	0	0.00783256192715782	0
KCNIP2	0.0413401696106198	0.0589008354142016	0.00771531473814084	0.0166063810360367	0.0300527049303503	0.0252377376818831	0.073064267248353	0.0175456228640669	0.124221393320959	0.0528189856989254
HPS6	0.00955764325954379	0.00347599137564352	0.00784585892466237	0.00848307704098786	0.0374384375629971	0.0391340440896134	0.0146439514295012	0.0294213796136443	0	0
LDB1	0.0621539290357253	0.0805527495607267	0.0869224418024409	0.276792002273087	0.112179480012705	0.118384371022707	0.186617093765782	0.274001896012649	0.187199824489312	0.16840773920457
PPRC1	0.213523540678063	0.125750218852183	0.176151191064589	0.136761948231121	0.153580857861027	0.114927917287652	0.166133897479153	0.245549156455784	0.32970502642625	0.317656979512753
NOLC1	0.158310880567128	0.112771746701918	0.159983091496726	0.287331755413562	0.185454295562013	0.135825224415927	0.0793722822112234	0.256857350741523	0.151689650257296	0.370324619319504
ELOVL3	0	0	0	0	0	0	0	0	0	0
PITX3	0	0	0	0	0	0.0029411200314376	0	0.0107668236492679	0	0
GBF1	1.02985134643199	1.0798434452671	0.953737018311278	0.951941837186404	0.841789177902608	0.95710539585908	0.970210916681463	1.26434361729092	1.2960757827953	1.21384276783304
NFKB2	0.201795445158135	0.160253148356142	0.318741772355871	0.154152967377535	0.0864944235634188	0.143819927630182	0.113361189629821	0.20845924735563	0.421852136679453	0.314774140343395
PSD	0.0652255291024302	0.0679310991675065	0.0937111353705957	0.0356955228183488	0.0283594432998391	0.0437048494695347	0.0799943572134627	0.061064049061058	0.0537507238509616	0.076398371264624
FBXL15	0.129399778740005	0.0760685157585605	0.0685829818064076	0.144080948260946	0.139909630201066	0.135444837580717	0.0756580010223161	0.115437466193162	0.0712413065107565	0.0149999258568101
CUEDC2	0.123496967104709	0.11339735756102	0.126894893090101	0.199099551952878	0.304261726527625	0.287958733642372	0.221957079741468	0.0822122526267279	0.131276509855449	0.0877489677192365
C10orf95	0.000534158114631864	0	0	0	0.00237628805578864	0.00134913896394016	0	0.00556776950906193	0	0
